,id1,left_preview,id2,right_preview,matchness,score,embedding_similarity,key_overlap_score,rarity_score,bin,bin_reason,source_blockers_display,corner,label
0,left_000104,player_name: Adil Aouchiche | positions_position: MF | clubs_club: Lorient,right_045880,player_name: adil aouchiche | positions_position: AMC | clubs_club: Aberdeen FC,0.8056566613780545,0.5627274881006225,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,match
102,left_006131,"player_name: Roberto de la Rosa | positions_position: FW,MF, FW | clubs_club: Monterrey, Pachuca",right_037392,player_name: miguel de la fuente | positions_position: ST | clubs_club: CD Leganés,0.6930616572756748,0.3093887288702685,,1,0.020833333333333332,CORNER,disagreement,TokenBlocker,false,
103,left_005229,player_name: Myron van Brederode | positions_position: FW | clubs_club: AZ Alkmaar,right_055235,player_name: myron van brederode | positions_position: AML | clubs_club: KV Mechelen,0.8026419382795397,0.5559443611289645,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
104,left_005218,"player_name: Munir El Haddadi | positions_position: MF,FW, FW | clubs_club: Getafe, Las Palmas",right_014954,player_name: munir el haddadi | positions_position: AMR | clubs_club: Esteghlal FC,0.843665271525968,0.6482468609334282,,1,0.25,EASY_POS,EASY_POS,TokenBlocker,false,
105,left_003054,player_name: Jamiro Monteiro | positions_position: MF | clubs_club: Zwolle,right_019591,player_name: jamiro monteiro | positions_position: MC | clubs_club: PEC Zwolle,0.9083167095280441,0.7937125964380993,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
106,left_005732,player_name: Paulo Gazzaniga | positions_position: GK | clubs_club: Girona,right_012251,player_name: paulo gazzaniga | positions_position: GK | clubs_club: Girona FC,0.9424175419200294,0.8704394693200663,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
107,left_001930,"player_name: Emil Audero | positions_position: GK | clubs_club: Inter, Sampdoria, Cremonese",right_018034,player_name: emil audero | positions_position: GK | clubs_club: US Cremonese,0.9091849022750074,0.7956660301187665,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
108,left_004243,player_name: Luca Caldirola | positions_position: DF | clubs_club: Monza,right_065807,player_name: luca caldirola | positions_position: DC | clubs_club: Without Club,0.8730685198346889,0.7144041696280502,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
110,left_003517,"player_name: Josh Wilson-Esbrand | positions_position: DF,MF | clubs_club: Reims",right_048123,player_name: josh wilson esbrand | positions_position: DL | clubs_club: Radomiak Radom,0.8541432353686871,0.6718222795795459,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
111,left_005344,"player_name: Nicola Zalewski | positions_position: DF, DF,FW | clubs_club: Roma, Atalanta",right_044371,player_name: nicola zalewski | positions_position: ML | clubs_club: Atalanta BC,0.8146289555908129,0.5829151500793293,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
112,left_007113,player_name: Vedat Muriqi | positions_position: FW | clubs_club: Mallorca,right_018031,player_name: vedat muriqi | positions_position: ST | clubs_club: RCD Mallorca,0.822369633314907,0.6003316749585407,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
113,left_005067,player_name: Mike van Beijnen | positions_position: DF | clubs_club: Fortuna Sittard,right_012125,player_name: mike van den ban | positions_position: AMR | clubs_club: Retired,0.7732334000990717,0.4897751502229114,,1,0.05,EASY_POS,EASY_POS,TokenBlocker,false,
114,left_000613,"player_name: Antoine Colassin | positions_position: FW,MF, FW | clubs_club: Heerenveen, Beerschot, Anderlecht",right_037909,player_name: antoine colassin | positions_position: ST | clubs_club: Royal Charleroi SC,0.7997011894192656,0.5493276761933478,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
115,left_002870,player_name: Isaac Hayden | positions_position: MF | clubs_club: Standard Liège,right_016871,player_name: isaac hayden | positions_position: DM | clubs_club: Queens Park Rangers,0.8014681535236654,0.5533033454282472,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
116,left_006008,"player_name: Reda Belahyane | positions_position: MF | clubs_club: Hellas Verona, Lazio, Nice",right_068764,player_name: reda belahyane | positions_position: DM | clubs_club: SS Lazio,0.7993062769182172,0.5484391230659887,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
117,left_006692,"player_name: Stefano Turati | positions_position: GK | clubs_club: Sassuolo, Frosinone",right_043927,player_name: stefano turati | positions_position: GK | clubs_club: US Sassuolo,0.9145322978787236,0.8076976702271282,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
118,left_001391,player_name: Damian van der Haar | positions_position: DF | clubs_club: Zwolle,right_059552,player_name: sep van der heijden | positions_position: GK | clubs_club: MVV Maastricht,0.7014854841511035,0.32834233933998275,,1,0.011764705882352941,CORNER,disagreement,TokenBlocker,false,
119,left_001128,"player_name: Carlos Robles | positions_position: MF, DF | clubs_club: Atlas",right_040624,player_name: carlos robles | positions_position: DC | clubs_club: Atlas Guadalajara,0.8242873115568462,0.604646451002904,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
120,left_000141,player_name: Adrián de la Fuente | positions_position: DF | clubs_club: Levante,right_045891,player_name: fernando de la fuente | positions_position: DM | clubs_club: Retired,0.8050349754984476,0.5613286948715072,,1,0.024390243902439025,EASY_POS,EASY_POS,TokenBlocker,false,
121,left_001877,player_name: El Hadji Malick Diouf | positions_position: DF | clubs_club: West Ham,right_013273,player_name: el hadji ba | positions_position: MC | clubs_club: Without Club,0.7313361044704327,0.3955062350584738,,1,0.16666666666666666,CORNER,disagreement,TokenBlocker,false,
122,left_001825,"player_name: Edan Diop | positions_position: MF,DF, DF,FW | clubs_club: Monaco",right_059769,player_name: edan diop | positions_position: MC | clubs_club: Cercle Brugge,0.8430497087213505,0.6468618446230386,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
123,left_001391,player_name: Damian van der Haar | positions_position: DF | clubs_club: Zwolle,right_014402,player_name: brecht van der beke | positions_position: MC | clubs_club: Without Club,0.703160610204339,0.3321113729597626,,1,0.011764705882352941,CORNER,disagreement,TokenBlocker,false,
124,left_002286,"player_name: Francis Coquelin | positions_position: MF | clubs_club: Villarreal, Nantes",right_060059,player_name: francis coquelin | positions_position: DM | clubs_club: FC Nantes,0.7984153307536392,0.5464344941956882,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
125,left_003192,"player_name: Jens Toornstra | positions_position: MF,FW, MF, MF,DF | clubs_club: Utrecht, Feyenoord",right_004747,player_name: jens toornstra | positions_position: AMC | clubs_club: Sparta Rotterdam,0.8432163776276546,0.6472368496622228,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
126,left_006568,"player_name: Shavy Babicka | positions_position: FW,MF | clubs_club: Toulouse",right_064248,player_name: shavy babicka | positions_position: AMR | clubs_club: Red Star Belgrade,0.7882001695288203,0.5234503814398459,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
127,left_005974,player_name: Rav van den Berg | positions_position: DF | clubs_club: Köln,right_034179,player_name: thomas van den belt | positions_position: DM | clubs_club: Twente Enschede FC,0.835409901875818,0.6296722792205903,,1,0.022727272727272728,EASY_POS,EASY_POS,TokenBlocker,false,
128,left_005390,"player_name: Nigel Thomas | positions_position: FW,MF | clubs_club: Nacional, Paços de Ferreira",right_034183,player_name: nigel thomas | positions_position: AML | clubs_club: ADO Den Haag,0.7937473128186229,0.5359314538419016,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
129,left_005253,"player_name: Nadir Zortea | positions_position: DF,MF, DF | clubs_club: Sassuolo, Frosinone, Bologna, Atalanta",right_030402,player_name: nadir zortea | positions_position: DR | clubs_club: Bologna FC 1909,0.8571825731640693,0.6786607896191558,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
130,left_007324,"player_name: Yannik Keitel | positions_position: MF, DF,MF | clubs_club: Freiburg",right_022086,player_name: yannik keitel | positions_position: DM | clubs_club: VfB Stuttgart,0.855487857146232,0.6748476785790218,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
131,left_002665,"player_name: Harvey Elliott | positions_position: MF,FW | clubs_club: Aston Villa, Liverpool",right_045509,player_name: harvey elliott | positions_position: AMC | clubs_club: Aston Villa,0.8855879333491273,0.7425728500355366,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
132,left_002788,player_name: Ibrahima Diallo | positions_position: MF | clubs_club: Southampton,right_034194,player_name: ibrahima diallo | positions_position: DM | clubs_club: Al-Ahli SC,0.7737497438989976,0.4909369237727448,,1,0.3333333333333333,EASY_POS,EASY_POS,TokenBlocker,false,
133,left_005016,"player_name: Mickey van der Hart | positions_position: GK | clubs_club: Heerenveen, Emmen",right_039059,player_name: jan arie van der heijden | positions_position: DC | clubs_club: Retired,0.7373076071380216,0.40894211606054864,,1,0.011904761904761904,CORNER,disagreement,TokenBlocker,false,
134,left_002419,player_name: Gedeon Kalulu | positions_position: DF | clubs_club: Lorient,right_032601,player_name: gedeon kalulu | positions_position: DR | clubs_club: Aris Limassol,0.8672105488025885,0.7012237348058243,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
135,left_003314,player_name: Joe White | positions_position: MF | clubs_club: Newcastle Utd,right_047585,player_name: joe white | positions_position: AMC | clubs_club: Leyton Orient,0.7924176431639118,0.5329396971188015,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
136,left_003658,"player_name: Juan Brunetta | positions_position: MF,FW, MF | clubs_club: UANL, Santos",right_036592,player_name: juan brunetta | positions_position: AMC | clubs_club: Tigres UANL,0.8452748344953982,0.6518683776146462,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
137,left_004279,"player_name: Lucas Chevalier | positions_position: GK | clubs_club: Paris S-G, Lille",right_036387,player_name: lucas chevalier | positions_position: GK | clubs_club: Paris Saint-Germain,0.9382050407187876,0.8609613416172724,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
138,left_002440,"player_name: Gerald Kilota | positions_position: DF,MF | clubs_club: Seraing",right_019566,player_name: gerald kilota | positions_position: DL | clubs_club: Without Club,0.8560297819004287,0.6760670092759644,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
139,left_005016,"player_name: Mickey van der Hart | positions_position: GK | clubs_club: Heerenveen, Emmen",right_031561,player_name: raimond van der gouw | positions_position: GK | clubs_club: Retired,0.8390084433243252,0.6377689974797317,,1,0.011904761904761904,EASY_POS,EASY_POS,TokenBlocker,false,
140,left_006072,"player_name: Richard van der Venne | positions_position: MF,FW | clubs_club: RKC Waalwijk",right_048426,player_name: owen van der vlag | positions_position: GK | clubs_club: Without Club,0.716621037077578,0.36239733342455027,,1,0.011904761904761904,CORNER,disagreement,TokenBlocker,false,
141,left_002973,player_name: Jack Stacey | positions_position: DF | clubs_club: Bournemouth,right_020840,player_name: jack stacey | positions_position: DR | clubs_club: Norwich City,0.8702543080652534,0.70807219314682,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
142,left_001589,"player_name: Dayann Methalie | positions_position: MF,DF | clubs_club: Toulouse",right_007840,player_name: dayann methalie | positions_position: DC | clubs_club: FC Toulouse,0.830343233328308,0.6182722749886929,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
143,left_006231,"player_name: Ronaldo Prieto | positions_position: DF,MF, DF | clubs_club: Santos",right_046442,player_name: ronaldo prieto | positions_position: MC | clubs_club: Santos Laguna,0.8885277857085485,0.7491875178442342,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
144,left_000843,player_name: Ben Davies | positions_position: DF | clubs_club: Tottenham,right_011959,player_name: ben davies | positions_position: DC | clubs_club: Tottenham Hotspur,0.89720244095427,0.7687054921471076,,1,0.25,EASY_POS,EASY_POS,TokenBlocker,false,
145,left_007323,player_name: Yannik Engelhardt | positions_position: MF | clubs_club: Gladbach,right_033611,player_name: yannik engelhardt | positions_position: DM | clubs_club: Borussia Mönchengladbach,0.8003384880762697,0.550761598171607,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
146,left_002803,player_name: Ignace Van Der Brempt | positions_position: DF | clubs_club: Como,right_035994,player_name: bjorn van der doelen | positions_position: MC | clubs_club: Retired,0.6601121377240781,0.23525230987917556,,1,0.011904761904761904,CORNER,disagreement,TokenBlocker,false,
147,left_006515,player_name: Senna Miangue | positions_position: DF | clubs_club: Cercle Brugge,right_020872,player_name: senna miangue | positions_position: DC | clubs_club: Without Club,0.8673421658496285,0.7015198731616642,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
148,left_003148,"player_name: Jean Felipe | positions_position: MF,DF | clubs_club: Estrela",right_018009,player_name: jean felipe | positions_position: DR | clubs_club: FC Felgueiras 1932,0.7977388988997612,0.5449125225244629,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
149,left_000416,player_name: Amadou Diallo | positions_position: MF | clubs_club: Newcastle Utd,right_069060,player_name: amadou diallo | positions_position: AMR | clubs_club: Oud-Heverlee Leuven U23,0.7588340629655792,0.4573766416725534,,1,0.16666666666666666,EASY_POS,EASY_POS,TokenBlocker,false,
150,left_002641,player_name: Hannes Van der Bruggen | positions_position: MF | clubs_club: Cercle Brugge,right_005896,player_name: sven van der jeugt | positions_position: GK | clubs_club: Retired,0.7660765620964626,0.4736722647170408,,1,0.011764705882352941,EASY_POS,EASY_POS,TokenBlocker,false,
151,left_007431,player_name: Zeno Van den Bosch | positions_position: DF | clubs_club: Antwerp,right_016692,player_name: branco van den boomen | positions_position: MC | clubs_club: Ajax Amsterdam,0.7261791092636863,0.3839029958432944,,1,0.022727272727272728,CORNER,disagreement,TokenBlocker,false,
152,left_002803,player_name: Ignace Van Der Brempt | positions_position: DF | clubs_club: Como,right_060179,player_name: stijn van der kelen | positions_position: GK | clubs_club: WIK Eine,0.6944988230665109,0.31262235189964965,,1,0.011764705882352941,CORNER,disagreement,TokenBlocker,false,
153,left_006966,player_name: Tom van de Looi | positions_position: MF | clubs_club: Famalicão,right_036002,player_name: tom van der leegte | positions_position: DM | clubs_club: Retired,0.76218634261752,0.4649192708894202,,1,0.027777777777777776,EASY_POS,EASY_POS,TokenBlocker,false,
154,left_002926,player_name: Ivan Pavlic | positions_position: MF | clubs_club: Estoril,right_058088,player_name: ivan pavlic | positions_position: MC | clubs_club: Union Saint-Gilloise,0.869847491738039,0.7071568564105878,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
155,left_003227,player_name: Jesse van de Haar | positions_position: FW | clubs_club: Utrecht,right_059251,player_name: emmanuel van de blaak | positions_position: DC | clubs_club: Without Club,0.746685185959403,0.430041668408657,,1,0.037037037037037035,CORNER,disagreement,TokenBlocker,false,
157,left_004656,player_name: Mark van der Maarel | positions_position: DF | clubs_club: Utrecht,right_017589,player_name: kenny van der weg | positions_position: DL | clubs_club: Retired,0.8375531951614389,0.6344946891132373,,1,0.011764705882352941,EASY_POS,EASY_POS,TokenBlocker,false,
158,left_001701,"player_name: Diego van Oorschot | positions_position: MF,FW | clubs_club: Heracles Almelo",right_068049,player_name: diego van zutphen | positions_position: DC | clubs_club: VVV-Venlo,0.7647177067721405,0.4706148402373161,,1,0.25,EASY_POS,EASY_POS,TokenBlocker,false,
159,left_006643,player_name: Smail Prevljak | positions_position: FW | clubs_club: Eupen,right_025972,player_name: smail prevljak | positions_position: ST | clubs_club: NK Istra 1961,0.77491730062211,0.4935639263997473,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
160,left_000292,"player_name: Alex Iwobi | positions_position: MF,FW, FW,MF, MF | clubs_club: Everton, Fulham",right_020333,player_name: alex iwobi | positions_position: AML | clubs_club: Fulham FC,0.824749708248879,0.6056868435599779,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
161,left_004990,"player_name: Michael Verrips | positions_position: GK | clubs_club: Dender, Fortuna Sittard, Groningen",right_024535,player_name: michael verrips | positions_position: GK | clubs_club: FCV Dender EH,0.9145784754993613,0.8078015698735629,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
162,left_004942,"player_name: Mayckel Lahdo | positions_position: MF,FW, FW | clubs_club: AZ Alkmaar, Nantes",right_056994,player_name: mayckel lahdo | positions_position: AMR | clubs_club: FC Nantes,0.8491115174365589,0.6605009142322575,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
163,left_006557,player_name: Sergio Villarreal | positions_position: DF | clubs_club: Monterrey,right_043640,player_name: sergio villarreal | positions_position: DR | clubs_club: Without Club,0.8669542628180809,0.7006470913406821,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
164,left_004335,player_name: Luis Abram | positions_position: DF | clubs_club: Cruz Azul,right_026156,player_name: luis abram | positions_position: DC | clubs_club: Club Sporting Cristal,0.861644957830696,0.6887011551190656,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
165,left_003665,"player_name: Juan David Castro | positions_position: MF,FW | clubs_club: Atlético",right_057435,player_name: juan david angulo | positions_position: ST | clubs_club: Tampico Madero,0.7308166746270345,0.39433751791082783,,1,0.16666666666666666,CORNER,disagreement,TokenBlocker,false,
166,left_002480,player_name: Gideon Mensah | positions_position: DF | clubs_club: Auxerre,right_032837,player_name: gideon mensah | positions_position: DL | clubs_club: AJ Auxerre,0.9035988150416011,0.7830973338436026,,1,0.3333333333333333,EASY_POS,EASY_POS,TokenBlocker,false,
167,left_007331,player_name: Yassin Ayoub | positions_position: MF | clubs_club: Excelsior,right_014414,player_name: yassin ayoub | positions_position: MC | clubs_club: Without Club,0.8658559056569006,0.6981757877280266,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
169,left_005637,player_name: Pablo Monroy | positions_position: DF | clubs_club: UNAM,right_057019,player_name: pablo monroy | positions_position: DR | clubs_club: Retired,0.8076285240464345,0.5671641791044777,,1,0.3333333333333333,EASY_POS,EASY_POS,TokenBlocker,false,
170,left_003365,player_name: Jon Martin | positions_position: DF | clubs_club: Real Sociedad,right_000571,player_name: jon martin | positions_position: DC | clubs_club: Real Sociedad,0.9034457342915053,0.7827529021558872,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
171,left_004590,"player_name: Marco Richter | positions_position: MF,FW | clubs_club: Mainz 05, Hertha BSC",right_023625,player_name: marco richter | positions_position: AMC | clubs_club: SV Darmstadt 98,0.8509625255893913,0.6646656825761302,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
172,left_002426,"player_name: Geoffry Hairemans | positions_position: MF,FW, FW,MF | clubs_club: Mechelen",right_004152,player_name: geoffry hairemans | positions_position: AMR | clubs_club: Royal Antwerp FC,0.8520245024488513,0.6670551305099154,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
173,left_003660,player_name: Juan Carlos | positions_position: GK | clubs_club: Girona,right_063811,player_name: juan carlos pontones | positions_position: AMR | clubs_club: UCAM Murcia CF,0.7725609566405587,0.488262152441257,,1,0.030303030303030304,EASY_POS,EASY_POS,TokenBlocker,false,
174,left_006520,"player_name: Sepp van den Berg | positions_position: DF | clubs_club: Mainz 05, Schalke 04, Brentford",right_024755,player_name: bryan van den bogaert | positions_position: DL | clubs_club: RFC Knokke,0.7824425656423164,0.510495772695212,,1,0.022727272727272728,EASY_POS,EASY_POS,TokenBlocker,false,
175,left_006546,"player_name: Sergio De los Ríos | positions_position: MF,DF, MF, FW | clubs_club: América, Pachuca",right_067118,player_name: samu de los reyes | positions_position: DL | clubs_club: Retired,0.7474785806655868,0.43182680649757027,,1,0.2,CORNER,disagreement,TokenBlocker,false,
176,left_007018,"player_name: Trent Alexander-Arnold | positions_position: DF | clubs_club: Liverpool, Real Madrid",right_009650,player_name: alexander arnold mezan | positions_position: DR | clubs_club: Retired,0.7936292563158235,0.5356658267106028,,1,0.3333333333333333,EASY_POS,EASY_POS,TokenBlocker,false,
177,left_002697,player_name: Hernán De La Fuente | positions_position: DF | clubs_club: Famalicão,right_042650,player_name: manuel de la torre | positions_position: DL | clubs_club: Retired,0.7746457538724275,0.492952946212962,,1,0.023809523809523808,EASY_POS,EASY_POS,TokenBlocker,false,
178,left_006787,"player_name: Tatsuhiro Sakamoto | positions_position: MF,DF | clubs_club: Oostende",right_047823,player_name: tatsuhiro sakamoto | positions_position: MR | clubs_club: Coventry City,0.867923913197545,0.7028288046944763,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
179,left_001807,player_name: Dylan Collard | positions_position: DF | clubs_club: Marítimo,right_058466,player_name: dylan collard | positions_position: DC | clubs_club: Lusitânia FC Lourosa,0.8720373242499453,0.712083979562377,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
180,left_002704,player_name: Hidde Jurjus | positions_position: GK | clubs_club: Groningen,right_017691,player_name: hidde jurjus | positions_position: GK | clubs_club: FC Groningen,0.930884299043503,0.8444896728478818,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
182,left_000346,"player_name: Alexis Mac Allister | positions_position: MF | clubs_club: Brighton, Liverpool",right_037866,player_name: francis mac allister | positions_position: DM | clubs_club: Instituto ACC,0.7630668818152453,0.4669004840843018,,1,0.2,EASY_POS,EASY_POS,TokenBlocker,false,
183,left_004232,"player_name: Lovro Majer | positions_position: MF,FW, MF | clubs_club: Rennes, Wolfsburg",right_029735,player_name: lovro majer | positions_position: AMC | clubs_club: VfL Wolfsburg,0.8628701604021084,0.691457860904744,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
184,left_000782,"player_name: Aymen Sliti | positions_position: FW,MF | clubs_club: Feyenoord",right_060824,player_name: aymen sliti | positions_position: AML | clubs_club: Feyenoord Rotterdam,0.8203788782474302,0.595852476056718,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
185,left_001756,"player_name: Djevencio van der Kust | positions_position: DF | clubs_club: Beerschot, Utrecht, ""Sparta Rdam""",right_035994,player_name: bjorn van der doelen | positions_position: MC | clubs_club: Retired,0.7054892776285812,0.3373508746643075,,1,0.011904761904761904,CORNER,disagreement,TokenBlocker,false,
186,left_002235,"player_name: Florent da Silva | positions_position: MF | clubs_club: Volendam, RWDM",right_028644,player_name: pierre da silva | positions_position: AML | clubs_club: Cusco FC,0.7317381347232093,0.396410803127221,,1,0.03125,CORNER,disagreement,TokenBlocker,false,
187,left_002718,player_name: Houboulang Mendes | positions_position: DF | clubs_club: Almería,right_038014,player_name: houboulang mendes | positions_position: DR | clubs_club: Fortuna Sittard,0.8844681045441948,0.740053235224438,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
188,left_001344,"player_name: Crysencio Summerville | positions_position: FW,MF, FW | clubs_club: West Ham, Leeds United",right_037047,player_name: crysencio summerville | positions_position: AML | clubs_club: West Ham United,0.8757431965427077,0.7204221922210924,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
189,left_006869,player_name: Thomas van den Belt | positions_position: MF | clubs_club: Feyenoord,right_018911,player_name: rick stuy van den herik | positions_position: DM | clubs_club: VV Sliedrecht,0.7326358109627119,0.3984305746661018,,1,0.022222222222222223,CORNER,disagreement,TokenBlocker,false,
190,left_002164,"player_name: Ferdi Kadioglu | positions_position: DF,FW | clubs_club: Brighton",right_031912,player_name: ferdi kadioglu | positions_position: DL | clubs_club: Brighton & Hove Albion,0.8879905427169109,0.7479787211130494,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
191,left_001986,player_name: Enzo Loiodice | positions_position: MF | clubs_club: Las Palmas,right_048611,player_name: enzo loiodice | positions_position: MC | clubs_club: UD Las Palmas,0.8993068843815113,0.7734404898584004,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
192,left_001562,player_name: David Sousa | positions_position: DF | clubs_club: RWDM,right_056507,player_name: david sousa | positions_position: AMC | clubs_club: Retired,0.7391254406179779,0.41303224139045036,,1,0.3333333333333333,CORNER,disagreement,TokenBlocker,false,
193,left_007278,player_name: Woyo Coulibaly | positions_position: DF | clubs_club: Sassuolo,right_049440,player_name: woyo coulibaly | positions_position: DR | clubs_club: US Sassuolo,0.9024167282873751,0.7804376386465938,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
194,left_005974,player_name: Rav van den Berg | positions_position: DF | clubs_club: Köln,right_043726,player_name: sepp van den berg | positions_position: DC | clubs_club: Brentford FC,0.8490928207053463,0.6604588465870292,,1,0.022727272727272728,EASY_POS,EASY_POS,TokenBlocker,false,
195,left_001973,"player_name: Enock Mwepu | positions_position: FW,MF | clubs_club: Brighton",right_039813,player_name: enock mwepu | positions_position: MC | clubs_club: Retired,0.7961156219862687,0.5412601494691047,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
196,left_004656,player_name: Mark van der Maarel | positions_position: DF | clubs_club: Utrecht,right_011350,player_name: mike van der hoorn | positions_position: DC | clubs_club: FC Utrecht,0.8467435990347748,0.6551730978282432,,1,0.011494252873563218,EASY_POS,EASY_POS,TokenBlocker,false,
197,left_004794,"player_name: Mathieu Cafaro | positions_position: FW,MF | clubs_club: Paris FC",right_033059,player_name: mathieu cafaro | positions_position: AMR | clubs_club: Paris FC,0.8351101634683724,0.6289978678038379,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
198,left_001148,player_name: Casper Widell | positions_position: DF | clubs_club: Excelsior,right_046903,player_name: casper widell | positions_position: DC | clubs_club: Excelsior Rotterdam,0.9018492781257903,0.7791608757830283,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,false,
199,left_005656,player_name: Papa Amadou Diallo | positions_position: FW | clubs_club: Metz,right_004090,player_name: papa amadou diallo | positions_position: AML | clubs_club: Norwich City,0.7429782305404197,0.4217010187159441,,1,0.16666666666666666,CORNER,disagreement,TokenBlocker,false,
