,id1,left_preview,id2,right_preview,matchness,score,embedding_similarity,key_overlap_score,rarity_score,bin,bin_reason,source_blockers_display,corner,label
115,left_035559,"player_name: Rodrigo | positions_position: D (R), DM, M (C) | left_right_foot: Right",right_006471,player_name: rodrigo | positions_position: ST | left_right_foot: left,0.694575383,0.312794613,,1,0.038461538,CORNER,disagreement,StandardBlocker,TRUE,0
116,left_170327,player_name: Patrick | positions_position: ST (C) | left_right_foot: Right,right_015071,player_name: patrick | positions_position: DR | left_right_foot: right,0.855899738,0.675774411,,1,0.037037037,EASY_POS,EASY_POS,StandardBlocker,FALSE,0
117,left_054315,"player_name: Sebastian Enderle | positions_position: D (RL), WB/M (L) | left_right_foot: Left",right_033699,player_name: sebastian enderle | positions_position: DL,0.808641975,0.569444444,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
118,left_110956,"player_name: Klodian Gjino | positions_position: DM, M (C) | left_right_foot: Right",right_015270,player_name: klodian gjino | positions_position: DM | left_right_foot: right,0.984702997,0.965581743,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
119,left_017328,"player_name: Ander Egiluz | positions_position: D (C), DM, M (C) | left_right_foot: Right",right_035796,player_name: ander egiluz | positions_position: DC | left_right_foot: right,0.958286569,0.906144781,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
120,left_109908,"player_name: Andreas Katsantonis | positions_position: AM (R), ST (C) | left_right_foot: Right",right_036875,player_name: andreas katsantonis | positions_position: ST | left_right_foot: right,0.949120838,0.885521886,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
122,left_025453,player_name: Yuri | positions_position: AM (RL) | left_right_foot: Right,right_037144,player_name: yuri | positions_position: DL | left_right_foot: left,0.86325477,0.692323232,,1,0.05,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
123,left_051609,"player_name: Diyar Saka | positions_position: M (R), AM (RL), ST (C) | left_right_foot: Left",right_052433,player_name: diyar saka | positions_position: AMC,0.79435205,0.537292113,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
124,left_017524,player_name: Caio | positions_position: ST (C) | left_right_foot: Right,right_002011,player_name: caio | positions_position: AMC | left_right_foot: right,0.840828033,0.641863075,,1,0.055555556,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
125,left_154842,player_name: Chay Cooper | positions_position: AM (RLC) | left_right_foot: Right,right_047958,player_name: chay cooper | positions_position: AML | left_right_foot: right,0.986531987,0.96969697,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
126,left_045621,player_name: Tracy Mpati | positions_position: D/WB (R) | left_right_foot: Right,right_014233,player_name: tracy mpati | positions_position: DR | left_right_foot: right,0.973438085,0.94023569,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
127,left_133827,player_name: Tsubasa Nishi | positions_position: M/AM (C) | left_right_foot: Right,right_027651,player_name: tsubasa nishi | positions_position: MC,0.93453049,0.852693603,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
128,left_029909,player_name: Dodo | positions_position: ST (C) | left_right_foot: Right,right_068540,player_name: dodo | positions_position: AMC | left_right_foot: right,0.840828033,0.641863075,,1,0.111111111,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
129,left_001541,"player_name: Jefferson | positions_position: D (R), DM | left_right_foot: Right",right_065537,player_name: jefferson | positions_position: ST,0.803426861,0.557710438,,1,0.035714286,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
130,left_176166,player_name: Cristian | positions_position: M (C) | left_right_foot: Right,right_044348,player_name: cristian | positions_position: AMC | left_right_foot: right,0.895421707,0.76469884,,1,0.071428571,EASY_POS,EASY_POS,StandardBlocker,FALSE,0
131,left_082508,player_name: Pedro Henrique | positions_position: D (C) | left_right_foot: Right,right_042764,player_name: pedro henrique | positions_position: ST | left_right_foot: left,0.837086919,0.633445567,,1,0.041666667,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
132,left_171680,"player_name: Marc Rovirola | positions_position: D (C), DM, M (C) | left_right_foot: Right",right_020430,player_name: marc rovirola | positions_position: MC | left_right_foot: right,0.972502806,0.938131313,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
133,left_185882,"player_name: Tito | positions_position: AM (R), ST (C) | left_right_foot: Right",right_008709,player_name: tito | positions_position: DL | left_right_foot: left,0.819977553,0.594949495,,1,0.083333333,EASY_POS,EASY_POS,StandardBlocker,FALSE,0
134,left_007504,player_name: Jefferson | positions_position: GK | left_right_foot: Right,right_018561,player_name: jefferson | positions_position: GK | left_right_foot: left,0.976805088,0.947811448,,1,0.035714286,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
135,left_041783,"player_name: Guilherme | positions_position: AM (RLC), ST (C) | left_right_foot: Right",right_052586,player_name: guilherme | positions_position: AMC | left_right_foot: right,0.908460739,0.794036663,,1,0.022222222,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
136,left_065111,player_name: Gianluca Pizzagalli | positions_position: M (R) | left_right_foot: Right,right_053304,player_name: gianluca pizzagalli | positions_position: MR | left_right_foot: right,0.914702581,0.808080808,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
137,left_107341,player_name: Joe Mendes | positions_position: D/WB/M (R) | left_right_foot: Right,right_048361,player_name: joe mendes | positions_position: DR | left_right_foot: right,0.973063973,0.939393939,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
138,left_013435,player_name: Cristiano | positions_position: ST (C) | left_right_foot: Right,right_028800,player_name: cristiano | positions_position: DL | left_right_foot: left,0.837086919,0.633445567,,1,0.052631579,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
139,left_007062,player_name: Rafael Santos | positions_position: GK | left_right_foot: Right,right_065086,player_name: rafael santos | positions_position: GK | left_right_foot: right,0.994014216,0.986531987,,1,0.111111111,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
140,left_172857,player_name: Antonio Caballero | positions_position: M/AM (C) | left_right_foot: Right,right_001479,player_name: antonio caballero | positions_position: MC,0.93453049,0.852693603,,1,0.25,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
141,left_088710,"player_name: Francesco Vaccaro | positions_position: D/WB (L), M (LC) | left_right_foot: Left",right_030546,player_name: francesco vaccaro | positions_position: DL | left_right_foot: left,0.980733259,0.956649832,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
142,left_014837,"player_name: Sandro | positions_position: AM (LC), ST (C) | left_right_foot: Left",right_060943,player_name: sandro | positions_position: MC | left_right_foot: both,0.905444569,0.787250281,,1,0.083333333,EASY_POS,EASY_POS,StandardBlocker,FALSE,0
143,left_069367,"player_name: Samuel Gomis | positions_position: D (C), DM, M (C) | left_right_foot: Right",right_018786,player_name: samuel gomis | positions_position: DM,0.808641975,0.569444444,,1,0.333333333,EASY_POS,EASY_POS,StandardBlocker,FALSE,0
144,left_185282,player_name: Mohamed Youla | positions_position: D (C) | left_right_foot: Right,right_068941,player_name: mohamed youla | positions_position: DR | left_right_foot: right,0.867514653,0.701907969,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
145,left_018472,player_name: Juninho | positions_position: D (L) | left_right_foot: Either,right_059348,player_name: juninho | positions_position: AMC | left_right_foot: right,0.805910961,0.563299663,,1,0.02173913,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
146,left_022557,player_name: Steven Juncaj | positions_position: M/AM (L) | left_right_foot: Left,right_058074,player_name: steven juncaj | positions_position: ML | left_right_foot: left,0.947998504,0.882996633,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
147,left_010885,player_name: Juninho | positions_position: AM (C) | left_right_foot: Right,right_068929,player_name: juninho | positions_position: MC | left_right_foot: right,0.893672528,0.760763187,,1,0.02173913,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
148,left_116059,player_name: Jakob Vadstrup | positions_position: D (L) | left_right_foot: Left,right_057238,player_name: jakob vadstrup | positions_position: DC | left_right_foot: left,0.949120838,0.885521886,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
149,left_083481,"player_name: Sergey Pryakhin | positions_position: WB (R), M (RC), AM (R) | left_right_foot: Right",right_055024,player_name: sergey pryakhin | positions_position: AMC | left_right_foot: right,0.951478874,0.890827467,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
150,left_006918,"player_name: Marcelinho | positions_position: M (L), AM (RLC) | left_right_foot: Left",right_052126,player_name: marcelinho | positions_position: AML | left_right_foot: left,0.974560419,0.942760943,,1,0.05,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
151,left_040697,player_name: Clayton | positions_position: DM | left_right_foot: Right,right_019786,player_name: clayton | positions_position: AMC | left_right_foot: right,0.814041651,0.581593715,,1,0.076923077,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
152,left_094473,player_name: Karim Fragomeni | positions_position: M (C) | left_right_foot: Right,right_061968,player_name: karim fragomeni | positions_position: MC,0.80097269,0.552188552,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
153,left_001412,"player_name: Richard | positions_position: AM (RLC), ST (C) | left_right_foot: Right",right_004028,player_name: richard | positions_position: DL | left_right_foot: left,0.843359521,0.647558923,,1,0.083333333,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
154,left_168323,player_name: Paulinho | positions_position: ST (C) | left_right_foot: Left,right_041759,player_name: paulinho | positions_position: DL | left_right_foot: left,0.849637112,0.661683502,,1,0.015873016,EASY_POS,EASY_POS,StandardBlocker,FALSE,0
155,left_000406,player_name: Maarten Paes | positions_position: GK | left_right_foot: Right,right_032678,player_name: maarten paes | positions_position: GK | left_right_foot: right,0.970071081,0.932659933,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
156,left_106675,player_name: Abdurrahim Dursun | positions_position: D/WB (L) | left_right_foot: Left,right_031681,player_name: abdurrahim dursun | positions_position: DL | left_right_foot: left,0.963142536,0.917070707,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
157,left_107044,player_name: Kristoffer Larsen | positions_position: M/AM (RL) | left_right_foot: Right,right_016431,player_name: kristoffer larsen | positions_position: AML | left_right_foot: right,0.969904809,0.932285821,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
158,left_105817,player_name: Gustavo Henrique | positions_position: D (C) | left_right_foot: Right,right_017054,player_name: gustavo henrique | positions_position: DC | left_right_foot: right,0.950617284,0.888888889,,1,0.066666667,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
159,left_172176,player_name: Costinha | positions_position: AM (RL) | left_right_foot: Right,right_043538,player_name: costinha | positions_position: DR | left_right_foot: right,0.843800973,0.648552189,,1,0.142857143,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
160,left_109874,"player_name: Niklas Haugland | positions_position: M/AM (R), ST (C) | left_right_foot: Right",right_047404,player_name: niklas haugland | positions_position: ST | left_right_foot: right,0.925177703,0.831649832,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
161,left_050461,player_name: Luis Hartwig | positions_position: ST (C) | left_right_foot: Right,right_046023,player_name: luis hartwig | positions_position: ST | left_right_foot: right,0.986033171,0.968574635,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
162,left_040944,"player_name: Caio | positions_position: DM, M/AM (C) | left_right_foot: Right",right_002011,player_name: caio | positions_position: AMC | left_right_foot: right,0.839580995,0.639057239,,1,0.055555556,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
163,left_113655,player_name: Stefanos Katsikas | positions_position: D/WB (R) | left_right_foot: Right,right_044713,player_name: stefanos katsikas | positions_position: DR | left_right_foot: right,0.973438085,0.94023569,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
164,left_108530,"player_name: Simon Sandberg | positions_position: D (RC), WB (R) | left_right_foot: Right",right_017609,player_name: simon sandberg | positions_position: DR | left_right_foot: right,0.982470205,0.960557961,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
165,left_179870,player_name: Borja Marchante | positions_position: D (RC) | left_right_foot: Right,right_053960,player_name: borja marchante | positions_position: DC,0.800473875,0.551066218,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
166,left_028950,"player_name: Juliano | positions_position: M (C), AM (LC) | left_right_foot: Right",right_008454,player_name: juliano | positions_position: GK | left_right_foot: right,0.854066592,0.671649832,,1,0.125,EASY_POS,EASY_POS,StandardBlocker,FALSE,0
167,left_046312,"player_name: Samson Baidoo | positions_position: D (C), DM | left_right_foot: Right",right_055530,player_name: samson baidoo | positions_position: DC | left_right_foot: right,0.923681257,0.828282828,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
168,left_040250,player_name: Nicolas | positions_position: D/WB/M/AM (R) | left_right_foot: Right,right_037996,player_name: nicolas | positions_position: DL | left_right_foot: left,0.828910184,0.615047915,,1,0.090909091,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
169,left_074245,player_name: Antonio Marin | positions_position: AM (LC) | left_right_foot: Either,right_017866,player_name: antonio marin | positions_position: DR | left_right_foot: right,0.774136426,0.491806958,,1,0.333333333,EASY_POS,EASY_POS,StandardBlocker,FALSE,0
170,left_058180,"player_name: Patrik Vajda | positions_position: D (RC), DM | left_right_foot: Right",right_063899,player_name: patrik vajda | positions_position: DC | left_right_foot: right,0.983239805,0.962289562,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
171,left_007370,player_name: Michel | positions_position: D (C) | left_right_foot: Right,right_060449,player_name: michel | positions_position: DM | left_right_foot: right,0.847961092,0.657912458,,1,0.041666667,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
172,left_001989,"player_name: Camacho | positions_position: DM, M (C) | left_right_foot: Right",right_000228,player_name: camacho | positions_position: DC | left_right_foot: left,0.861196325,0.687691732,,1,0.2,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
173,left_018854,player_name: Vitor Xavier | positions_position: AM (LC) | left_right_foot: Either,right_031548,player_name: vitor xavier | positions_position: ST | left_right_foot: both,0.937648086,0.859708193,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
174,left_110147,player_name: Eren Bilen | positions_position: GK | left_right_foot: Right,right_037026,player_name: eren bilen | positions_position: GK | left_right_foot: right,0.994014216,0.986531987,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
175,left_074464,"player_name: Cristian Galano | positions_position: AM (RC), ST (C) | left_right_foot: Left",right_068243,player_name: cristian galano | positions_position: AMR | left_right_foot: left,0.982940516,0.961616162,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
176,left_174277,"player_name: Fernando Almeida | positions_position: D/WB (R), M (C) | left_right_foot: Right",right_062448,player_name: fernando almeida | positions_position: DM | left_right_foot: right,0.91270732,0.80359147,,1,0.333333333,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
177,left_035723,player_name: Guilherme | positions_position: D/WB (L) | left_right_foot: Left,right_008206,player_name: guilherme | positions_position: AMC | left_right_foot: left,0.78144407,0.508249158,,1,0.022222222,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
178,left_057523,player_name: Ondrej Elexa | positions_position: D (C) | left_right_foot: Right,right_055101,player_name: ondrej elexa | positions_position: DR,0.80097269,0.552188552,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
179,left_141353,player_name: Juninho | positions_position: GK | left_right_foot: Right,right_007267,player_name: juninho | positions_position: DL | left_right_foot: left,0.836857464,0.632929293,,1,0.02173913,EASY_POS,EASY_POS,StandardBlocker,FALSE,0
180,left_168599,"player_name: Ilaix Moriba | positions_position: DM, M/AM (C) | left_right_foot: Right",right_047793,player_name: ilaix moriba | positions_position: MC | left_right_foot: right,0.972814565,0.938832772,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
181,left_044233,"player_name: Sven Sprangler | positions_position: DM, M (C) | left_right_foot: Right",right_014342,player_name: sven sprangler | positions_position: MC | left_right_foot: right,0.973230245,0.939768051,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
182,left_027019,player_name: Carlos Martinez | positions_position: M (C) | left_right_foot: Right,right_048498,player_name: carlos martinez | positions_position: DR | left_right_foot: right,0.800523756,0.551178451,,1,0.166666667,EASY_POS,EASY_POS,StandardBlocker,FALSE,0
183,left_094577,player_name: Alessandro Mauriello | positions_position: D/WB (R) | left_right_foot: Right,right_062454,player_name: alessandro mauriello | positions_position: DR | left_right_foot: right,0.913580247,0.805555556,,1,0.333333333,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
184,left_062479,player_name: Matus Turna | positions_position: D/WB/M (R) | left_right_foot: Right,right_063682,player_name: matus turna | positions_position: DR | left_right_foot: right,0.973063973,0.939393939,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
185,left_025782,player_name: Eduardo | positions_position: ST (C) | left_right_foot: Right,right_052164,player_name: eduardo | positions_position: ST | left_right_foot: both,0.885501933,0.742379349,,1,0.03125,EASY_POS,EASY_POS,StandardBlocker,TRUE,0
186,left_109216,player_name: Giannis Potouridis | positions_position: D (LC) | left_right_foot: Left,right_005741,player_name: giannis potouridis | positions_position: DC | left_right_foot: left,0.972565158,0.938271605,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
187,left_047937,"player_name: Azzedine Dkidak | positions_position: D (LC), WB/M (L) | left_right_foot: Left",right_036495,player_name: azzedine dkidak | positions_position: AMR | left_right_foot: left,0.947624392,0.882154882,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,TRUE,1
188,left_092347,player_name: Bence Varga | positions_position: D (C) | left_right_foot: Right,right_037891,player_name: bence varga | positions_position: DL | left_right_foot: left,0.716348672,0.361784512,,1,0.166666667,CORNER,disagreement,StandardBlocker,TRUE,0
189,left_086938,"player_name: Federico Corsi | positions_position: M (C), AM (LC) | left_right_foot: Right",right_061622,player_name: federico corsi | positions_position: AMC | left_right_foot: right,0.841519249,0.64341831,,1,0.5,EASY_POS,EASY_POS,StandardBlocker,FALSE,0
