id1,left_preview,id2,right_preview,matchness,score,embedding_similarity,key_overlap_score,rarity_score,bin,bin_reason,source_blockers_display,corner,label,
FBRef_001954,"player_name: Emmanuel Agbadou | positions_position: DF | clubs_club: Reims, Wolves",TM_064517,player_name: emmanuel nidoy | positions_position: DC | clubs_club: FC Villefranche-Beaujolais B,0.818814646,0.592332954,,1,0.008547009,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_006780,player_name: Tani Oluwaseyi | positions_position: FW | clubs_club: Villarreal,TM_068369,player_name: tani oluwaseyi | positions_position: ST | clubs_club: Villarreal CF,0.838682048,0.637034607,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_007266,player_name: Wissam Ben Yedder | positions_position: FW | clubs_club: Monaco,TM_008983,player_name: wissam ben yedder | positions_position: ST | clubs_club: Sakaryaspor,0.795607031,0.54011582,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_006645,"player_name: Sofiane Boufal | positions_position: FW,MF, MF | clubs_club: Angers, Union SG",TM_015776,player_name: sofiane boufal | positions_position: AMC | clubs_club: Union Saint-Gilloise,0.855532742,0.674948669,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_003062,player_name: Jan Paul van Hecke | positions_position: DF | clubs_club: Brighton,TM_048131,player_name: jan paul van hecke | positions_position: DC | clubs_club: Brighton & Hove Albion,0.89701325,0.768279813,,1,0.166666667,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_000978,"player_name: Brayann Pereira | positions_position: DF | clubs_club: Auxerre, NEC Nijmegen",TM_049834,player_name: brayann pereira | positions_position: DC | clubs_club: NEC Nijmegen,0.890879344,0.754478523,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_005328,player_name: Nick Pope | positions_position: GK | clubs_club: Newcastle Utd,TM_011865,player_name: nick pope | positions_position: GK | clubs_club: Newcastle United,0.924859828,0.830934613,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_001392,player_name: Damien Da Silva | positions_position: DF | clubs_club: Lyon,TM_036671,player_name: enrique pereira da silva | positions_position: DR | clubs_club: BFC Dynamo,0.779988944,0.504975124,,1,0.03125,EASY_POS,EASY_POS,TokenBlocker,TRUE,0,1
FBRef_003971,player_name: Kjell Scherpen | positions_position: GK | clubs_club: Vitesse,TM_036385,player_name: kjell scherpen | positions_position: GK | clubs_club: Union Saint-Gilloise,0.91050998,0.798647455,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_001377,"player_name: Daan Huisman | positions_position: MF, FW | clubs_club: Vitesse",TM_045392,player_name: daan huisman | positions_position: DM | clubs_club: FC Eindhoven,0.85870551,0.682087399,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_004627,player_name: Mario Gila | positions_position: DF | clubs_club: Lazio,TM_047900,player_name: mario gila | positions_position: DC | clubs_club: SS Lazio,0.89515386,0.764096186,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_002714,"player_name: Hjalmar Ekdal | positions_position: DF | clubs_club: Burnley, Groningen",TM_030255,player_name: hjalmar ekdal | positions_position: DC | clubs_club: Burnley FC,0.898807955,0.772317898,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_007145,"player_name: Vincent Pichel | positions_position: MF,FW | clubs_club: Cambuur",TM_060629,player_name: vincent pichel | positions_position: MC | clubs_club: Be Quick 1887,0.857974125,0.68044178,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,0,1
FBRef_000786,"player_name: Ayouba Kosiah | positions_position: FW,DF | clubs_club: Beerschot",TM_049703,player_name: ayouba kosiah | positions_position: ST | clubs_club: Beerschot VA,0.8156949,0.585313526,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_001724,player_name: Diogo Costa | positions_position: GK | clubs_club: Porto,TM_030981,player_name: diogo costa | positions_position: GK | clubs_club: FC Porto,0.931786474,0.846519567,,1,0.2,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_005039,player_name: Miguel Rebelo | positions_position: MF | clubs_club: Moreirense,TM_003434,player_name: miguel rebelo | positions_position: MC | clubs_club: Varzim SC,0.873023298,0.71430242,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_001391,player_name: Damian van der Haar | positions_position: DF | clubs_club: Zwolle,TM_046540,player_name: roan van der plaat | positions_position: DL | clubs_club: Without Club,0.829512317,0.616402712,,1,0.011764706,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_004527,player_name: Manuel Riemann | positions_position: GK | clubs_club: Bochum,TM_033778,player_name: manuel riemann | positions_position: GK | clubs_club: Without Club,0.912343047,0.802771855,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_007378,"player_name: Youssef El-Arabi | positions_position: FW,MF | clubs_club: Nantes",TM_068160,player_name: youssef el arabi | positions_position: ST | clubs_club: FC Nantes,0.805785885,0.563018242,,1,0.25,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_003788,"player_name: Kacper Kostorz | positions_position: FW,MF | clubs_club: NAC Breda",TM_041125,player_name: kacper kostorz | positions_position: ST | clubs_club: Pogon Szczecin,0.798959348,0.547658533,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_005270,"player_name: Nathan Markelo | positions_position: DF,MF, DF | clubs_club: Excelsior, Fortuna Sittard",TM_038717,player_name: nathan markelo | positions_position: DR | clubs_club: Vitesse Arnhem,0.848504054,0.659134122,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_006199,player_name: Roko Simic | positions_position: FW | clubs_club: Kortrijk,TM_055746,player_name: roko simic | positions_position: ST | clubs_club: Karlsruher SC,0.796173791,0.54139103,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_005606,player_name: Oussama Tannane | positions_position: MF | clubs_club: NEC Nijmegen,TM_016023,player_name: oussama tannane | positions_position: AMC | clubs_club: Umm Salal SC,0.785885388,0.518242123,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_003662,player_name: Juan Cruz Armada | positions_position: DF | clubs_club: Osasuna,TM_048889,player_name: juan cruz | positions_position: AML | clubs_club: CD Leganés,0.766221801,0.473999052,,1,0.076923077,EASY_POS,EASY_POS,TokenBlocker,TRUE,0,1
FBRef_006072,"player_name: Richard van der Venne | positions_position: MF,FW | clubs_club: RKC Waalwijk",TM_022974,player_name: dennis van der heijden | positions_position: ST | clubs_club: BVV Barendrecht,0.752626957,0.443410652,,1,0.011904762,EASY_POS,EASY_POS,TokenBlocker,TRUE,0,1
FBRef_004528,"player_name: Manuel Ugarte | positions_position: MF | clubs_club: Paris S-G, Manchester Utd, Sporting CP",TM_037176,player_name: manuel ugarte | positions_position: DM | clubs_club: Manchester United,0.80829637,0.568666833,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_004480,"player_name: Malick Thiaw | positions_position: DF | clubs_club: Schalke 04, Newcastle Utd, Milan",TM_002145,player_name: malick thiaw | positions_position: ST | clubs_club: UCF Knights (University of Central Florida),0.766426981,0.474460707,,1,0.333333333,EASY_POS,EASY_POS,TokenBlocker,TRUE,0,1
FBRef_003165,player_name: Jean-Paul Boëtius | positions_position: MF | clubs_club: Hertha BSC,TM_038323,player_name: jean paul de jong | positions_position: MC | clubs_club: Retired,0.773770426,0.490983458,,1,0.076923077,EASY_POS,EASY_POS,TokenBlocker,TRUE,0,1
FBRef_005867,player_name: Prosper Peter | positions_position: FW | clubs_club: Angers,TM_004179,player_name: prosper peter | positions_position: ST | clubs_club: Angers SCO,0.783117049,0.51201336,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_005172,"player_name: Moritz Broschinski | positions_position: FW,MF, FW | clubs_club: Bochum",TM_033731,player_name: moritz broschinski | positions_position: ST | clubs_club: FC Basel 1893,0.799958288,0.549906147,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_003104,player_name: Jasper Schendelaar | positions_position: GK | clubs_club: Zwolle,TM_031339,player_name: jasper schendelaar | positions_position: GK | clubs_club: PEC Zwolle,0.941571603,0.868536107,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_003102,player_name: Jasper Cillessen | positions_position: GK | clubs_club: NEC Nijmegen,TM_008915,player_name: jasper cillessen | positions_position: GK | clubs_club: NEC Nijmegen,0.94857363,0.884290668,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_004144,player_name: Leonardo Cerri | positions_position: DF | clubs_club: Juventus,TM_051689,player_name: leonardo cerri | positions_position: ST | clubs_club: SSC Bari,0.769512227,0.481402511,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,0,1
FBRef_003479,player_name: Jorge Moreno | positions_position: DF | clubs_club: Osasuna,TM_057977,player_name: jorge moreno | positions_position: DC | clubs_club: Cádiz CF,0.841533075,0.64344942,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_000582,"player_name: Anouar El Azzouzi | positions_position: MF, MF,DF | clubs_club: Zwolle",TM_000706,player_name: anouar el kamch | positions_position: DM | clubs_club: Ploaghe 1994,0.763788176,0.468523396,,1,0.142857143,EASY_POS,EASY_POS,TokenBlocker,TRUE,0,1
FBRef_006131,"player_name: Roberto de la Rosa | positions_position: FW,MF, FW | clubs_club: Monterrey, Pachuca",TM_054673,player_name: marvin de la cruz | positions_position: DM | clubs_club: Retired,0.793867059,0.536200882,,1,0.020833333,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_001036,"player_name: Bryan Cristante | positions_position: MF, MF,DF | clubs_club: Roma",TM_012701,player_name: bryan cristante | positions_position: DM | clubs_club: AS Roma,0.828615706,0.614385338,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_003099,"player_name: Jason Mbock | positions_position: MF,FW | clubs_club: Angers",TM_036150,player_name: jason mbock | positions_position: AML | clubs_club: FC Rouen 1899,0.846438489,0.6544866,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_007119,"player_name: Vicente Besuijen | positions_position: FW,MF | clubs_club: Excelsior",TM_034191,player_name: vicente besuijen | positions_position: AMR | clubs_club: HJK Helsinki,0.807821562,0.567598515,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_000263,"player_name: Alessandro Albanese | positions_position: MF,DF | clubs_club: Oostende",TM_033747,player_name: alessandro albanese | positions_position: AML | clubs_club: KF Egnatia,0.838594535,0.636837704,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_001524,player_name: Dave Van Den Berg | positions_position: MF | clubs_club: Zwolle,TM_060480,player_name: ben van den brandt | positions_position: MC | clubs_club: Retired,0.791395286,0.530639393,,1,0.022727273,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_000892,player_name: Bernardo Espinosa | positions_position: DF | clubs_club: Girona,TM_054950,player_name: bernardo espinosa | positions_position: DC | clubs_club: Retired,0.880888121,0.731998272,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_005974,player_name: Rav van den Berg | positions_position: DF | clubs_club: Köln,TM_004561,player_name: bas van den brink | positions_position: DC | clubs_club: Retired,0.811060069,0.574885155,,1,0.022727273,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_001035,player_name: Bryan Colula | positions_position: DF | clubs_club: Mazatlán,TM_029467,player_name: bryan colula | positions_position: DR | clubs_club: Mazatlán FC,0.903512739,0.782903664,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_004249,player_name: Luca Kerber | positions_position: MF | clubs_club: Heidenheim,TM_057841,player_name: luca kerber | positions_position: MC | clubs_club: 1.FC Heidenheim 1846,0.89353856,0.76046176,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_001105,player_name: Carlos Cuesta | positions_position: DF | clubs_club: Genk,TM_037040,player_name: carlos cuesta | positions_position: DC | clubs_club: Clube de Regatas Vasco da Gama,0.869952233,0.707392525,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_002627,"player_name: Halil Akbunar | positions_position: MF,FW | clubs_club: Westerlo",TM_017339,player_name: halil akbunar | positions_position: AMR | clubs_club: Eyüpspor,0.843692479,0.648308077,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_004267,player_name: Luca de la Torre | positions_position: MF | clubs_club: Celta Vigo,TM_042647,player_name: diego de la torre | positions_position: MC | clubs_club: Retired,0.836263537,0.631592958,,1,0.021276596,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_004632,"player_name: Mario Lemina | positions_position: MF, MF,DF | clubs_club: Nice, Wolves",TM_013483,player_name: mario lemina | positions_position: DM | clubs_club: Galatasaray,0.850157827,0.662855111,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_002803,player_name: Ignace Van Der Brempt | positions_position: DF | clubs_club: Como,TM_017589,player_name: kenny van der weg | positions_position: DL | clubs_club: Retired,0.754411881,0.447426732,,1,0.011904762,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_005782,"player_name: Pedro Santos | positions_position: FW,MF, MF | clubs_club: Arouca, Braga, Moreirense",TM_015396,player_name: pedro santos | positions_position: DC | clubs_club: Retired,0.777582985,0.499561715,,1,0.142857143,EASY_POS,EASY_POS,TokenBlocker,TRUE,0,1
FBRef_007442,"player_name: Zito Luvumbo | positions_position: FW,MF, MF,DF | clubs_club: Cagliari",TM_056153,player_name: zito luvumbo | positions_position: ST | clubs_club: Cagliari Calcio,0.825760088,0.607960199,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_001718,player_name: Dimitry Bertaud | positions_position: GK | clubs_club: Montpellier,TM_032162,player_name: dimitry bertaud | positions_position: GK | clubs_club: Without Club,0.904501064,0.785127393,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_005152,"player_name: Mohammed Salisu | positions_position: DF | clubs_club: Southampton, Monaco",TM_045363,player_name: mohammed salisu | positions_position: DC | clubs_club: AS Monaco,0.861337089,0.688008451,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_000415,"player_name: Amadou Dante | positions_position: DF,MF | clubs_club: Arouca",TM_055158,player_name: amadou dante | positions_position: DL | clubs_club: FC Arouca,0.883692648,0.738308458,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_002655,player_name: Harrison Reed | positions_position: MF | clubs_club: Fulham,TM_015327,player_name: harrison reed | positions_position: MC | clubs_club: Fulham FC,0.903883108,0.783736993,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_000498,player_name: Andreas Samaris | positions_position: MF | clubs_club: Rio Ave,TM_008267,player_name: andreas samaris | positions_position: DM | clubs_club: Without Club,0.776538553,0.497211743,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_001391,player_name: Damian van der Haar | positions_position: DF | clubs_club: Zwolle,TM_003122,player_name: aleksander van der spa | positions_position: DC | clubs_club: Sandefjord Fotball,0.813783248,0.581012308,,1,0.011764706,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_000220,player_name: Alberto costa | positions_position: DF | clubs_club: Vitória,TM_065421,player_name: alberto costa | positions_position: DR | clubs_club: FC Porto,0.879815412,0.729584677,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_001756,"player_name: Djevencio van der Kust | positions_position: DF | clubs_club: Beerschot, Utrecht, ""Sparta Rdam""",TM_026008,player_name: jeroen van der lely | positions_position: DR | clubs_club: Retired,0.815322768,0.584476229,,1,0.011904762,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_007431,player_name: Zeno Van den Bosch | positions_position: DF | clubs_club: Antwerp,TM_024755,player_name: bryan van den bogaert | positions_position: DL | clubs_club: RFC Knokke,0.819000237,0.592750533,,1,0.022727273,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_001936,player_name: Emil Krafth | positions_position: DF | clubs_club: Newcastle Utd,TM_011088,player_name: emil krafth | positions_position: DR | clubs_club: Newcastle United,0.902633298,0.780924921,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_004338,player_name: Luis Amarilla | positions_position: FW | clubs_club: Mazatlán,TM_025045,player_name: luis amarilla | positions_position: ST | clubs_club: Club Cerro Porteño,0.774408627,0.49241941,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_001777,player_name: Dominic Sadi | positions_position: FW | clubs_club: Bournemouth,TM_062743,player_name: dominic sadi | positions_position: AMR | clubs_club: AFC Bournemouth U21,0.822114712,0.599758102,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_002318,player_name: Franco Di Santo | positions_position: FW | clubs_club: Tijuana,TM_046336,player_name: franco di santo | positions_position: ST | clubs_club: Retired,0.787320014,0.521470031,,1,0.333333333,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_006384,"player_name: Samu Costa | positions_position: MF | clubs_club: Almería, Mallorca",TM_055661,player_name: samu costa | positions_position: DM | clubs_club: RCD Mallorca,0.800846891,0.551905505,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_000818,"player_name: Bart Verbruggen | positions_position: GK | clubs_club: Brighton, Anderlecht",TM_045452,player_name: bart verbruggen | positions_position: GK | clubs_club: Brighton & Hove Albion,0.927281489,0.836383351,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_001567,"player_name: David de Gea | positions_position: GK | clubs_club: Manchester Utd, Fiorentina",TM_056285,player_name: david de la vibora | positions_position: DL | clubs_club: Marshall Thundering Herd (Marshall University),0.755859038,0.450682835,,1,0.083333333,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_002473,player_name: Gianluca Pegolo | positions_position: GK | clubs_club: Sassuolo,TM_014530,player_name: gianluca pegolo | positions_position: GK | clubs_club: Retired,0.883545237,0.737976783,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_004478,"player_name: Malick Fofana | positions_position: FW, DF,MF, DF,FW | clubs_club: Lyon, Gent",TM_059621,player_name: malick fofana | positions_position: AML | clubs_club: Olympique Lyon,0.843290807,0.647404316,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
FBRef_001568,player_name: David van der Werff | positions_position: MF | clubs_club: Groningen,TM_039831,player_name: ignace van der brempt | positions_position: DR | clubs_club: Como 1907,0.709854074,0.347171667,,1,0.011764706,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_003679,player_name: Juan Manuel Boselli | positions_position: FW | clubs_club: Gil Vicente FC,TM_052039,player_name: juan manuel olivares | positions_position: AMC | clubs_club: Club Deportivo Morón,0.749703169,0.43683213,,1,0.066666667,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_006869,player_name: Thomas van den Belt | positions_position: MF | clubs_club: Feyenoord,TM_049879,player_name: bas van den eynden | positions_position: DC | clubs_club: Beerschot VA,0.741791368,0.419030578,,1,0.022222222,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_005938,player_name: Ramiro Funes Mori | positions_position: DF | clubs_club: Cruz Azul,TM_004759,player_name: rogelio funes mori | positions_position: ST | clubs_club: Club León FC,0.72030913,0.370695542,,1,0.25,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_002803,player_name: Ignace Van Der Brempt | positions_position: DF | clubs_club: Como,TM_012769,player_name: nick van der westerlaken | positions_position: ST | clubs_club: Retired,0.706014089,0.3385317,,1,0.011904762,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_003684,player_name: Juan Pablo Segovia | positions_position: DF | clubs_club: Necaxa,TM_064861,player_name: juan pablo salomen | positions_position: GK | clubs_club: Jove Español San Vicente,0.740740741,0.416666667,,1,0.041666667,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_007431,player_name: Zeno Van den Bosch | positions_position: DF | clubs_club: Antwerp,TM_031345,player_name: davy van den berg | positions_position: MC | clubs_club: FC Utrecht,0.688564646,0.299270454,,1,0.022727273,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_006520,"player_name: Sepp van den Berg | positions_position: DF | clubs_club: Mainz 05, Schalke 04, Brentford",TM_009351,player_name: kevin van den noortgaete | positions_position: GK | clubs_club: KRC Gent,0.708208123,0.343468276,,1,0.022727273,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_000910,"player_name: Bilal El Khannouss | positions_position: MF | clubs_club: Stuttgart, Genk",TM_047415,player_name: bilal el hajjam | positions_position: AMR | clubs_club: US Lusitanos Saint-Maur,0.727701497,0.387328369,,1,0.25,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_004267,player_name: Luca de la Torre | positions_position: MF | clubs_club: Celta Vigo,TM_032656,player_name: luca de feo | positions_position: DM | clubs_club: Without Club,0.733010034,0.399272577,,1,0.023809524,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_001370,player_name: César de la Hoz | positions_position: MF | clubs_club: Almería,TM_042650,player_name: manuel de la torre | positions_position: DL | clubs_club: Retired,0.714864829,0.358445866,,1,0.023809524,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_006606,"player_name: Silvester van der Water | positions_position: FW,MF | clubs_club: RKC Waalwijk, Zwolle, Cambuur",TM_062577,player_name: jim van der logt | positions_position: DR | clubs_club: FC Twente Enschede U21,0.744663725,0.425493382,,1,0.011904762,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_002235,"player_name: Florent da Silva | positions_position: MF | clubs_club: Volendam, RWDM",TM_002509,player_name: vragel da silva | positions_position: DR | clubs_club: Retired,0.717577337,0.364549008,,1,0.03125,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_006520,"player_name: Sepp van den Berg | positions_position: DF | clubs_club: Mainz 05, Schalke 04, Brentford",TM_016692,player_name: branco van den boomen | positions_position: MC | clubs_club: Ajax Amsterdam,0.726610346,0.384873279,,1,0.022727273,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_005069,player_name: Mike van der Hoorn | positions_position: DF | clubs_club: Utrecht,TM_031561,player_name: raimond van der gouw | positions_position: GK | clubs_club: Retired,0.737933708,0.410350843,,1,0.011363636,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_005537,"player_name: Omar El Hilali | positions_position: DF,MF, DF | clubs_club: Espanyol",TM_056246,player_name: youns el hilali | positions_position: ST | clubs_club: Without Club,0.726499776,0.384624497,,1,0.166666667,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_002608,player_name: Gustavo da Silva | positions_position: FW | clubs_club: Vitória,TM_029826,player_name: paulo da silva | positions_position: DC | clubs_club: Retired,0.73455474,0.402748164,,1,0.03125,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_005974,player_name: Rav van den Berg | positions_position: DF | clubs_club: Köln,TM_047638,player_name: joep van den ouweland | positions_position: MC | clubs_club: Retired,0.693262882,0.309841485,,1,0.022727273,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_006595,"player_name: Siebe Van Der Heyden | positions_position: DF | clubs_club: Union SG, Mallorca",TM_028865,player_name: richard van der venne | positions_position: AMC | clubs_club: RKC Waalwijk,0.706353594,0.339295586,,1,0.011904762,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_001568,player_name: David van der Werff | positions_position: MF | clubs_club: Groningen,TM_049702,player_name: djevencio van der kust | positions_position: DL | clubs_club: Heracles Almelo,0.694777203,0.313248708,,1,0.011764706,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_005477,"player_name: Nuno da Costa | positions_position: FW,MF | clubs_club: Auxerre",TM_013657,player_name: david da costa | positions_position: GK | clubs_club: Retired,0.708514813,0.344158329,,1,0.052631579,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_004267,player_name: Luca de la Torre | positions_position: MF | clubs_club: Celta Vigo,TM_015840,player_name: angel de la calzada | positions_position: GK | clubs_club: Xerez CD,0.727110064,0.385997643,,1,0.02173913,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_005772,player_name: Pedro Manuel da Silva Moreira | positions_position: MF | clubs_club: Arouca,TM_068379,player_name: flavio da silva | positions_position: AMC | clubs_club: RFC Lüttich,0.677606395,0.274614389,,1,0.03030303,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_004158,"player_name: Leonardo da Silva Lopes | positions_position: MF, MF,DF | clubs_club: Gent, Cercle Brugge",TM_052179,player_name: da silva | positions_position: ST | clubs_club: Joinville Esporte Clube (SC),0.705242416,0.336795435,,1,0.03125,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_002697,player_name: Hernán De La Fuente | positions_position: DF | clubs_club: Famalicão,TM_003509,player_name: david de la iglesia | positions_position: MC | clubs_club: RC Celta Fortuna,0.656876437,0.227971982,,1,0.023809524,CORNER,uncertainty,TokenBlocker,TRUE,0,1
FBRef_000418,player_name: Amadou Haidara | positions_position: MF | clubs_club: RB Leipzig,TM_033312,player_name: amadou haidara | positions_position: MC | clubs_club: RB Leipzig,0.878964964,0.727671168,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_005974,player_name: Rav van den Berg | positions_position: DF | clubs_club: Köln,TM_024755,player_name: bryan van den bogaert | positions_position: DL | clubs_club: RFC Knokke,0.804108274,0.559243617,,1,0.022727273,EASY_POS,EASY_POS,TokenBlocker,FALSE,0,0
FBRef_005069,player_name: Mike van der Hoorn | positions_position: DF | clubs_club: Utrecht,TM_061200,player_name: sebastiaan van der sman | positions_position: GK | clubs_club: RKHVV Huissen,0.69904831,0.322858697,,1,0.011363636,CORNER,disagreement,TokenBlocker,FALSE,0,0
FBRef_002453,player_name: Gernot Trauner | positions_position: DF | clubs_club: Feyenoord,TM_049337,player_name: gernot trauner | positions_position: DC | clubs_club: Feyenoord Rotterdam,0.902780722,0.781256624,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_004551,player_name: Marcel Schuhen | positions_position: GK | clubs_club: Darmstadt 98,TM_062689,player_name: marcel schuhen | positions_position: GK | clubs_club: SV Darmstadt 98,0.942930848,0.871594409,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,FALSE,1,0
FBRef_002235,"player_name: Florent da Silva | positions_position: MF | clubs_club: Volendam, RWDM",TM_013297,player_name: dany da silva | positions_position: GK | clubs_club: FC Stade-Lausanne-Ouchy,0.73109911,0.394972997,,1,0.03125,CORNER,disagreement,TokenBlocker,TRUE,0,1
FBRef_000973,"player_name: Brandon Soppy | positions_position: DF | clubs_club: Udinese, Torino, Atalanta",TM_044113,player_name: brandon soppy | positions_position: MR | clubs_club: FC Lausanne-Sport,0.798618271,0.54689111,,1,0.5,EASY_POS,EASY_POS,TokenBlocker,TRUE,1,1
